Student_ID,Name,Gender,City,Course,Subject,Marks,Attendance (%),Study_Hours,Semester,Target
819,Student_819,Female,Bangalore,BTech,Maths,73,67,2.2,3,819
820,Student_820,Male,Kolkata,BSc,Computer,,82,5.4,3,820
821,Student_821,Male,Mumbai,BBA,Maths,83,75,1.5,2,821
822,Student_822,Female,Bangalore,BA,Maths,70,72,1.3,5,822
823,Student_823,Female,Pune,BBA,Maths,47,62,1.6,5,823
824,Student_824,Male,Mumbai,BCom,Science,70,68,1.3,6,824
825,Student_825,Female,Bangalore,BA,Economics,,73,5.2,1,825
826,Student_826,Female,Pune,BTech,Science,38,72,1.3,3,826
827,Student_827,Male,Chennai,BA,Science,98,66,2.4,2,827
828,Student_828,Female,Kolkata,BTech,Maths,72,74,1.5,6,828
829,Student_829,Male,Pune,BTech,Science,56,66,2.5,4,829
830,Student_830,Female,Delhi,BA,Maths,36,97,1.5,3,830
831,Student_831,Male,Pune,BTech,Economics,65,93,4.3,1,831
832,Student_832,Male,Pune,BTech,Computer,,81,1.7,5,832
833,Student_833,Male,Kolkata,BCom,Maths,80,83,5.3,2,833
834,Student_834,Female,Delhi,BBA,Economics,96,96,5.1,3,834
835,Student_835,Male,Bangalore,BBA,Computer,98,60,1.1,4,835
836,Student_836,Female,Bangalore,BCom,English,,69,5.5,1,836
837,Student_837,Male,Pune,BA,Maths,74,75,1.1,1,837
838,Student_838,Male,Delhi,BSc,Maths,58,67,2.2,6,838
839,Student_839,Female,Delhi,BSc,English,78,84,1.2,3,839
840,Student_840,Male,Kolkata,BSc,English,94,71,2.7,4,840
841,Student_841,Male,Chennai,BCom,Maths,96,84,3.6,1,841
842,Student_842,Female,Bangalore,BCom,English,,76,5,2,842
843,Student_843,Male,Kolkata,BTech,Science,99,85,2.7,1,843
844,Student_844,Male,Mumbai,BSc,Computer,,73,4.5,4,844
845,Student_845,Male,Bangalore,BA,Computer,89,95,1.9,5,845
846,Student_846,Male,Kolkata,BA,Computer,,82,4.8,5,846
847,Student_847,Female,Bangalore,BSc,Science,90,65,2.2,6,847
848,Student_848,Female,Chennai,BSc,English,43,64,1.7,3,848
849,Student_849,Male,Mumbai,BSc,Economics,56,84,1.9,4,849
850,Student_850,Female,Chennai,BCom,English,47,77,1.9,6,850
851,Student_851,Male,Mumbai,BCom,Maths,82,72,3.6,1,851
852,Student_852,Female,Pune,BCom,Computer,52,73,5.2,1,852
853,Student_853,Male,Kolkata,BBA,English,74,87,1.4,5,853
854,Student_854,Male,Mumbai,BA,Economics,,77,4.5,6,854
855,Student_855,Male,Chennai,BA,Maths,49,87,4.3,5,855
856,Student_856,Male,Bangalore,BTech,Science,49,86,5.4,2,856
857,Student_857,Male,Mumbai,BCom,Science,97,91,2.2,5,857
858,Student_858,Male,Kolkata,BBA,Economics,73,68,3.3,2,858
859,Student_859,Female,Mumbai,BBA,Maths,47,99,5.6,1,859
860,Student_860,Male,Delhi,BA,Computer,,91,4.3,6,860
861,Student_861,Female,Bangalore,BCom,English,43,79,2.9,2,861
862,Student_862,Male,Kolkata,BTech,Maths,74,87,1.7,6,862
863,Student_863,Female,Kolkata,BCom,Science,54,92,2.3,6,863
864,Student_864,Female,Pune,BSc,Economics,97,63,3.9,2,864
865,Student_865,Female,Chennai,BCom,Economics,78,93,4.6,3,865
866,Student_866,Male,Pune,BSc,English,72,62,1.6,5,866
867,Student_867,Male,Kolkata,BSc,Economics,94,85,4,2,867
868,Student_868,Female,Bangalore,BTech,Economics,82,67,3.8,1,868
869,Student_869,Male,Mumbai,BA,Maths,52,65,3.6,6,869
870,Student_870,Female,Mumbai,BCom,Computer,50,75,4.5,4,870
871,Student_871,Male,Bangalore,BSc,English,89,83,5.2,2,871
872,Student_872,Female,Kolkata,BCom,Maths,73,98,2.6,5,872
873,Student_873,Female,Mumbai,BA,Computer,,89,5.4,6,873
874,Student_874,Male,Mumbai,BA,Maths,96,72,1.8,3,874
875,Student_875,Female,Mumbai,BBA,Maths,47,64,1.9,1,875
876,Student_876,Male,Chennai,BA,Economics,40,84,2.3,3,876
877,Student_877,Female,Chennai,BTech,Computer,94,79,1.6,4,877
878,Student_878,Female,Delhi,BSc,English,48,77,2.2,2,878
879,Student_879,Male,Pune,BBA,English,,77,1.5,6,879
880,Student_880,Male,Bangalore,BTech,Computer,38,61,5.1,2,880
881,Student_881,Male,Bangalore,BCom,Economics,73,69,1.7,5,881
882,Student_882,Female,Bangalore,BSc,Science,,71,4.7,2,882
883,Student_883,Male,Delhi,BA,Maths,,72,1.2,1,883
884,Student_884,Female,Chennai,BSc,Economics,,70,5.7,4,884
885,Student_885,Female,Kolkata,BCom,Computer,97,78,4.6,3,885
886,Student_886,Male,Kolkata,BBA,Maths,72,94,1,4,886
887,Student_887,Male,Delhi,BBA,English,,98,4.8,6,887
888,Student_888,Female,Kolkata,BBA,Science,,85,3.6,2,888
889,Student_889,Female,Bangalore,BA,English,37,73,4.9,6,889
890,Student_890,Male,Pune,BTech,Computer,56,83,3.6,3,890
891,Student_891,Male,Mumbai,BTech,Maths,72,60,4.2,6,891
892,Student_892,Male,Chennai,BSc,Computer,96,81,4.9,5,892
893,Student_893,Male,Chennai,BA,Maths,,82,3,4,893
894,Student_894,Male,Delhi,BBA,Economics,40,78,1,3,894
895,Student_895,Female,Chennai,BBA,Science,,77,5.2,3,895
896,Student_896,Female,Bangalore,BCom,Economics,,71,2.9,3,896
897,Student_897,Female,Kolkata,BCom,Economics,37,87,3.5,1,897
898,Student_898,Female,Bangalore,BBA,Computer,,87,1,4,898
899,Student_899,Male,Delhi,BBA,Science,83,92,3.5,6,899
900,Student_900,Male,Bangalore,BA,Maths,,78,5.9,3,900
901,Student_901,Male,Kolkata,BTech,Maths,65,87,2.4,4,901
902,Student_902,Female,Pune,BCom,English,96,96,3,3,902
903,Student_903,Female,Delhi,BTech,Maths,,85,4.4,5,903
904,Student_904,Male,Pune,BA,Computer,75,94,5.1,5,904
905,Student_905,Male,Mumbai,BBA,Economics,65,93,3.1,5,905
906,Student_906,Female,Pune,BTech,Economics,56,94,2.5,2,906
907,Student_907,Female,Mumbai,BBA,Economics,38,99,5.7,3,907
908,Student_908,Male,Mumbai,BBA,Science,47,75,4.4,2,908
909,Student_909,Male,Pune,BSc,Maths,,97,1.6,4,909
910,Student_910,Female,Delhi,BTech,Computer,76,72,1.3,2,910
911,Student_911,Male,Kolkata,BTech,Science,83,82,3.4,4,911
912,Student_912,Male,Bangalore,BBA,English,54,81,2.1,4,912
913,Student_913,Male,Bangalore,BA,Computer,,75,2.3,4,913
914,Student_914,Female,Kolkata,BSc,Computer,70,87,5.4,6,914
915,Student_915,Female,Mumbai,BBA,Computer,35,94,1.4,2,915
916,Student_916,Female,Mumbai,BCom,Economics,49,67,4.6,6,916
917,Student_917,Female,Delhi,BCom,Computer,,81,2.4,3,917
918,Student_918,Female,Chennai,BSc,Maths,58,80,4.8,2,918
919,Student_919,Female,Pune,BA,Computer,92,85,4.6,3,919
920,Student_920,Female,Mumbai,BBA,Economics,57,99,1,3,920
921,Student_921,Male,Bangalore,BTech,Computer,80,80,3.5,4,921
922,Student_922,Male,Delhi,BSc,English,42,84,1.7,2,922
923,Student_923,Male,Pune,BA,English,,60,5.3,3,923
924,Student_924,Male,Delhi,BTech,Economics,,65,5.4,5,924
925,Student_925,Male,Pune,BCom,Maths,47,82,3.1,3,925
926,Student_926,Male,Pune,BCom,Maths,73,82,3.2,5,926
927,Student_927,Male,Kolkata,BTech,Science,,82,2.5,2,927
928,Student_928,Female,Mumbai,BSc,Economics,95,91,4.6,6,928
929,Student_929,Female,Delhi,BCom,Computer,50,89,2.8,2,929
930,Student_930,Male,Delhi,BBA,Economics,36,72,2.3,6,930
931,Student_931,Male,Kolkata,BTech,Science,,77,3.2,6,931
932,Student_932,Female,Bangalore,BTech,Economics,64,82,1.5,2,932
933,Student_933,Male,Bangalore,BCom,Economics,47,74,4.7,3,933
934,Student_934,Male,Mumbai,BSc,Science,47,92,1.1,1,934
935,Student_935,Female,Mumbai,BBA,Maths,77,80,4.2,3,935
936,Student_936,Male,Chennai,BSc,Computer,55,98,1.9,3,936
937,Student_937,Female,Kolkata,BA,Science,89,82,2.2,4,937
938,Student_938,Male,Bangalore,BA,English,74,86,4.2,4,938
939,Student_939,Female,Pune,BCom,Maths,49,77,6,3,939
940,Student_940,Female,Delhi,BCom,English,,83,4.9,5,940
941,Student_941,Female,Mumbai,BCom,Maths,,99,2.1,6,941
942,Student_942,Male,Delhi,BA,Computer,,66,1.9,4,942
943,Student_943,Female,Delhi,BSc,Computer,64,79,5.3,3,943
944,Student_944,Male,Chennai,BSc,Economics,67,86,3.2,1,944
945,Student_945,Male,Bangalore,BCom,English,,65,1.7,5,945
946,Student_946,Male,Mumbai,BBA,Maths,,86,5.3,2,946
947,Student_947,Male,Delhi,BSc,Computer,43,68,5.1,3,947
948,Student_948,Female,Mumbai,BA,Science,,90,5.9,3,948
949,Student_949,Female,Pune,BTech,Computer,35,80,5.5,6,949
950,Student_950,Male,Chennai,BTech,Science,78,85,5.3,5,950
951,Student_951,Male,Pune,BTech,Maths,43,99,1.3,4,951
952,Student_952,Female,Mumbai,BBA,Computer,,72,1.5,4,952
953,Student_953,Male,Mumbai,BCom,Computer,49,82,3.8,4,953
954,Student_954,Female,Bangalore,BA,Maths,46,79,3.7,2,954
955,Student_955,Male,Delhi,BBA,Computer,,96,3.3,5,955
956,Student_956,Male,Delhi,BA,Science,42,87,3,5,956
957,Student_957,Female,Pune,BA,Computer,61,76,3.2,4,957
958,Student_958,Male,Chennai,BCom,English,96,87,3.8,4,958
959,Student_959,Female,Kolkata,BTech,Economics,46,61,1,6,959
960,Student_960,Male,Delhi,BCom,Science,99,84,2.3,1,960
961,Student_961,Male,Bangalore,BBA,English,76,65,3.6,1,961
962,Student_962,Male,Pune,BBA,Maths,96,70,4.6,3,962
963,Student_963,Female,Pune,BBA,Science,,97,1.9,3,963
964,Student_964,Male,Kolkata,BCom,Economics,77,65,3.7,5,964
965,Student_965,Male,Bangalore,BA,Economics,,70,4.6,5,965
966,Student_966,Male,Chennai,BA,Maths,,73,3.2,2,966
967,Student_967,Male,Bangalore,BSc,Maths,74,61,1.1,2,967
968,Student_968,Female,Chennai,BBA,Science,57,99,3.2,1,968
969,Student_969,Female,Bangalore,BA,Computer,90,62,2.5,3,969
970,Student_970,Male,Bangalore,BSc,Maths,40,94,5.6,1,970
971,Student_971,Female,Mumbai,BA,Computer,,92,1.6,1,971
972,Student_972,Male,Pune,BBA,English,71,83,4.3,3,972
973,Student_973,Male,Bangalore,BTech,Economics,98,78,1.3,2,973
974,Student_974,Male,Kolkata,BBA,Computer,,77,3.2,6,974
975,Student_975,Female,Bangalore,BCom,Economics,83,83,3.8,6,975
976,Student_976,Female,Delhi,BA,Computer,,94,2.5,6,976
977,Student_977,Female,Pune,BA,English,83,60,3.3,3,977
978,Student_978,Female,Delhi,BCom,Maths,55,95,1.8,4,978
979,Student_979,Female,Pune,BCom,English,97,84,2.5,4,979
980,Student_980,Female,Delhi,BTech,Maths,,93,4.1,4,980
981,Student_981,Female,Bangalore,BA,Maths,,84,2.5,5,981
982,Student_982,Female,Bangalore,BA,Economics,40,75,5.5,2,982
983,Student_983,Female,Mumbai,BTech,English,53,93,4.1,2,983
984,Student_984,Male,Kolkata,BSc,Computer,90,88,3.2,5,984
985,Student_985,Female,Delhi,BTech,English,,78,1.2,1,985
986,Student_986,Female,Chennai,BBA,Economics,72,82,3.5,6,986
987,Student_987,Female,Mumbai,BA,Maths,71,78,4.8,4,987
988,Student_988,Female,Delhi,BCom,Economics,83,84,2.3,6,988
989,Student_989,Female,Delhi,BBA,Science,77,75,5,4,989
990,Student_990,Female,Mumbai,BA,Science,70,68,2.3,6,990
991,Student_991,Female,Bangalore,BTech,Computer,92,60,5.1,1,991
992,Student_992,Female,Delhi,BBA,Economics,47,78,1.4,6,992
993,Student_993,Female,Bangalore,BA,Computer,,92,5.3,6,993
994,Student_994,Female,Mumbai,BSc,Computer,92,93,3.5,3,994
995,Student_995,Female,Bangalore,BSc,Science,,75,2.5,6,995
996,Student_996,Male,Pune,BCom,Computer,94,99,2.3,3,996
997,Student_997,Male,Chennai,BA,Science,92,77,3.2,2,997
998,Student_998,Female,Delhi,BSc,Maths,90,93,6,5,998
999,Student_999,Female,Kolkata,BTech,Economics,,84,2.1,6,999
1000,Student_1000,Male,Chennai,BA,Computer,35,65,1.5,2,1000
